sex,c_age_cat,race_African-American,race_Caucasian,priors_count,juv_other_count,juv_misd_count,juv_fel_count,c_charge_degree,decile_score,c_length_of_stay,is_recid,two_year_recid
0,1,1,0,3,0,0,0,1,6,0.00125,1,1
1,2,1,0,0,0,0,0,0,4,0.0025,0,0
1,0,1,0,2,0,0,1,1,9,0.0025,1,0
0,1,0,1,1,0,0,0,1,3,0.0275,1,1
1,2,1,0,4,0,0,0,1,6,0.0025,0,0
1,1,1,0,21,0,0,1,0,10,0.007500000000000001,1,1
1,1,0,1,0,0,0,0,1,2,0.00125,0,0
1,1,0,1,1,0,0,0,1,3,0.0025,0,0
0,1,0,1,2,0,0,0,1,1,0.0025,0,0
0,0,1,0,4,0,0,0,1,9,0.007500000000000001,1,1
0,0,0,1,0,0,0,0,1,4,0.00125,1,1
0,1,0,1,4,1,0,0,1,2,0.00125,0,0
1,1,1,0,20,0,0,0,1,9,0.045000000000000005,1,1
1,0,1,0,1,0,0,0,1,3,0.0025,1,1
1,2,1,0,0,0,0,0,0,1,0.0025,0,0
1,1,1,0,1,0,0,0,1,2,0.00125,0,0
1,0,1,0,1,0,0,0,1,4,0.0025,1,1
0,0,1,0,0,0,0,0,1,10,0.0425,1,1
0,1,0,1,0,0,0,0,1,2,0.00375,1,1
1,0,1,0,0,0,0,0,1,2,0.0025,0,0
1,1,1,0,4,0,0,0,1,5,0.00125,0,0
1,0,1,0,0,0,0,0,0,2,0.0025,0,0
1,0,0,0,0,0,0,0,0,2,0.00125,1,1
1,1,0,1,0,0,0,0,1,2,0.00125,0,0
1,0,1,0,3,0,0,0,1,9,0.0425,0,0
1,1,0,0,5,0,0,0,1,5,0.07875,1,1
1,1,0,1,5,0,0,0,1,2,0.008749999999999999,0,0
1,2,0,1,1,0,0,0,1,2,0.022500000000000003,0,0
1,0,1,0,0,1,0,0,1,8,0.007500000000000001,1,1
1,0,1,0,7,0,0,0,1,8,0.08625000000000001,1,1
1,0,0,1,0,0,0,0,1,4,0.00125,0,0
1,2,0,0,1,0,0,0,0,1,0.00375,1,1
1,2,1,0,13,0,0,0,1,3,0.00125,0,0
0,0,1,0,2,0,0,0,1,5,0.0025,0,0
1,1,0,0,0,0,0,0,0,1,0.00125,0,0
1,2,0,1,7,0,0,0,1,4,0.0,0,0
1,1,1,0,3,0,0,0,1,5,0.005,1,1
1,0,1,0,1,0,0,0,1,4,0.00125,1,1
1,2,1,0,0,0,0,0,1,1,0.27375,0,0
1,0,0,1,3,0,0,0,1,5,0.01,1,1
1,1,1,0,1,0,0,0,0,4,0.00375,0,0
0,1,0,1,0,0,0,0,0,6,0.0375,0,0
1,1,0,0,1,0,0,0,0,1,0.007500000000000001,0,0
1,2,0,0,0,0,0,0,0,1,0.0,0,0
1,1,1,0,1,0,0,0,0,1,0.00375,0,0
1,1,0,0,0,0,0,0,1,4,0.005,0,0
1,1,0,1,1,0,0,0,0,1,0.0,1,0
1,1,1,0,0,0,0,0,0,1,0.00375,0,0
1,2,0,1,1,0,0,0,1,1,0.0025,0,0
0,1,0,0,1,0,0,0,0,6,0.00125,0,0
1,1,1,0,7,0,0,0,1,4,0.00125,0,0
1,1,0,1,5,1,0,0,1,6,0.00125,1,1
0,1,0,1,0,0,0,0,1,6,0.00375,0,0
1,0,0,1,2,2,0,0,1,9,0.00125,1,1
0,1,0,0,0,0,0,0,0,1,0.0025,1,1
1,1,0,0,5,0,0,0,0,2,0.00125,0,0
1,0,0,1,1,1,0,0,1,6,0.06125,1,1
0,0,1,0,2,0,1,0,0,8,0.043750000000000004,1,1
1,1,1,0,6,0,0,0,1,8,0.045000000000000005,1,1
0,1,1,0,0,0,0,0,0,2,0.00125,0,0
1,1,0,1,3,0,0,0,0,3,0.11625,1,1
0,0,1,0,2,0,0,0,1,4,0.0025,0,0
1,1,0,1,4,0,0,0,1,8,0.0375,1,1
1,2,0,1,0,0,0,0,0,1,0.00125,0,0
1,0,1,0,14,0,4,0,1,10,0.22625,1,1
1,1,1,0,11,0,0,0,1,6,0.02375,0,0
1,2,1,0,22,0,0,0,1,9,0.043750000000000004,1,1
1,0,0,1,0,0,0,0,1,3,0.00125,0,0
1,1,1,0,5,0,0,0,0,8,0.0025,0,0
1,1,1,0,19,1,0,0,1,8,0.26625,1,1
1,2,1,0,0,0,0,0,0,4,0.03875,1,1
1,0,0,1,1,0,0,0,0,3,0.05375,0,0
1,2,0,0,1,0,0,0,1,1,0.0025,0,0
1,1,1,0,0,0,0,0,1,1,0.00375,0,0
1,1,0,1,0,0,0,0,1,6,0.00125,1,1
1,1,1,0,5,0,0,0,1,4,0.2825,1,1
0,1,1,0,0,0,0,0,1,2,0.0025,0,0
1,2,0,0,1,0,0,0,0,1,0.00125,0,0
0,1,0,1,1,0,0,0,1,7,0.10625,0,0
1,1,1,0,2,0,0,0,1,7,0.16625,1,1
0,1,1,0,9,0,0,0,1,7,0.018750000000000003,1,1
1,0,1,0,3,3,0,0,1,10,0.05625,1,1
1,1,1,0,5,0,0,0,1,9,0.00125,0,0
1,1,1,0,11,0,0,0,0,7,0.00125,1,1
1,2,1,0,13,0,0,0,1,7,0.115,0,0
1,0,1,0,4,0,0,0,1,8,0.00125,1,1
0,1,0,1,1,0,0,0,0,3,0.00125,0,0
1,1,1,0,6,0,0,0,1,7,0.0025,1,1
1,1,0,1,9,0,0,0,1,5,0.0025,1,1
1,1,0,1,4,0,0,0,0,4,0.00125,1,1
1,0,0,1,3,0,0,0,0,10,0.01375,1,1
1,0,0,1,0,0,0,0,1,6,0.00375,0,0
1,1,0,0,1,0,0,0,1,5,0.00125,0,0
0,1,0,1,0,0,0,0,0,6,0.00125,0,0
1,0,1,0,0,0,0,0,0,5,0.0025,1,1
1,2,0,1,1,0,0,0,1,1,0.005,0,0
0,1,0,1,1,0,0,0,0,5,0.00375,1,1
1,1,1,0,8,0,0,0,1,5,0.00375,0,0
1,1,1,0,0,0,0,0,1,1,0.0025,0,0
1,1,0,1,2,0,0,0,1,3,0.025,0,0
1,2,1,0,22,0,0,0,1,6,0.08750000000000001,1,1
1,1,0,0,4,0,0,0,0,5,0.00125,1,1
1,2,0,1,0,0,0,0,0,2,0.005,1,1
1,1,1,0,2,0,0,0,1,8,0.00125,1,1
1,2,0,1,1,0,0,0,0,1,0.00125,0,0
1,2,0,1,2,0,0,0,1,4,0.051250000000000004,0,0
1,1,0,1,0,0,0,0,0,6,0.022500000000000003,1,1
1,1,1,0,6,0,0,0,1,8,0.01375,1,1
1,1,0,1,1,0,0,0,1,1,0.0025,0,0
1,1,0,0,1,0,0,0,0,9,0.018750000000000003,0,0
0,1,0,1,5,0,0,0,0,4,0.008749999999999999,1,1
1,1,1,0,0,0,0,0,0,2,0.00125,0,0
1,1,0,1,0,0,0,0,1,1,0.005,0,0
0,2,0,1,3,0,0,0,0,1,0.00125,0,0
1,2,0,0,1,0,0,0,0,1,0.0025,0,0
1,1,0,0,2,0,0,0,0,1,0.00125,1,0
1,1,0,1,4,0,0,0,1,1,0.022500000000000003,1,1
1,0,1,0,6,0,0,0,1,6,0.0025,1,1
0,1,1,0,0,0,0,0,0,1,0.00125,1,1
1,1,1,0,5,0,0,0,1,4,0.00125,0,0
1,1,0,1,12,0,0,0,1,5,0.00125,0,0
0,1,1,0,2,0,0,0,1,2,0.0025,1,1
1,1,1,0,0,0,0,0,1,5,0.00125,0,0
0,0,0,1,0,0,0,0,0,3,0.00125,0,0
1,1,1,0,7,0,0,0,1,9,0.0475,1,1
1,0,1,0,0,0,0,0,1,6,0.00125,1,1
0,1,0,1,1,0,0,0,0,5,0.036250000000000004,0,0
1,1,0,1,0,0,0,0,1,5,0.15875,0,0
0,1,1,0,2,0,0,0,1,2,0.00125,0,0
0,2,0,1,4,0,0,0,1,3,0.01125,0,0
1,1,0,1,3,0,0,0,1,4,0.00375,1,0
1,1,0,0,5,0,0,0,0,6,0.00375,1,1
1,1,1,0,3,0,0,0,1,7,0.0175,0,0
1,1,1,0,17,0,0,0,1,8,0.00125,1,1
1,1,0,1,3,0,0,0,1,6,0.0,1,1
1,1,0,0,0,0,0,0,0,1,0.00125,0,0
1,1,1,0,10,0,0,0,1,6,0.00125,1,1
1,1,0,1,5,0,0,0,0,3,0.00125,1,1
0,0,0,1,0,0,0,0,0,7,0.00125,0,0
1,2,0,1,10,0,0,0,1,4,0.00375,1,1
1,1,1,0,16,0,1,0,1,9,0.3025,1,1
1,1,1,0,6,0,0,0,0,5,0.00375,1,1
1,1,1,0,4,0,0,0,1,8,0.03125,1,1
1,0,1,0,0,0,0,0,1,3,0.0025,0,0
1,1,0,0,1,0,0,0,0,5,0.15875,0,0
0,1,0,1,0,0,0,0,0,1,0.00125,0,0
1,1,0,1,1,0,0,0,1,8,0.01375,1,1
1,0,0,1,1,0,0,0,1,4,0.01125,1,0
1,1,0,1,0,0,0,0,0,1,0.00125,1,1
1,1,1,0,14,0,0,10,1,7,0.2175,1,1
0,2,0,1,0,0,0,0,0,1,0.0025,0,0
0,0,1,0,0,0,0,0,0,3,0.0025,0,0
1,1,0,0,0,0,0,0,0,1,0.00125,0,0
0,1,0,0,0,0,0,0,1,1,0.00125,0,0
0,0,0,1,4,0,0,0,1,3,0.00125,1,1
1,0,0,0,0,0,0,0,0,4,0.030000000000000002,1,1
1,2,0,0,0,0,0,0,1,1,0.00125,0,0
1,2,0,1,2,0,0,0,1,9,0.00625,1,1
1,0,0,0,2,0,0,0,0,2,0.00125,1,1
1,1,1,0,5,0,0,0,1,1,0.00625,0,0
1,1,1,0,1,0,0,0,0,1,0.0025,1,1
1,0,1,0,1,2,1,0,1,7,0.00125,0,0
1,1,1,0,9,0,0,0,1,4,0.007500000000000001,0,0
1,2,0,1,1,0,0,0,0,4,0.0025,0,0
1,0,1,0,2,1,0,0,1,3,0.00125,1,1
0,2,0,1,1,0,0,0,0,1,0.0025,1,1
1,1,1,0,21,0,0,0,1,5,0.0375,0,0
0,1,1,0,1,0,0,0,1,2,0.00125,0,0
1,0,0,1,4,0,1,0,0,7,0.0425,1,1
0,1,1,0,22,0,2,0,1,10,0.005,1,1
0,1,0,1,0,0,0,0,0,6,0.0025,1,1
1,0,1,0,0,0,0,0,1,3,0.0,0,0
1,1,1,0,0,0,0,0,1,1,0.0025,1,1
0,1,0,1,0,0,0,0,0,1,0.0025,0,0
1,2,1,0,3,0,0,0,1,3,0.00375,0,0
1,1,1,0,9,0,0,0,0,7,0.00125,1,1
1,1,0,1,0,0,0,0,0,2,0.0025,0,0
1,1,1,0,1,0,0,0,1,2,0.00125,0,0
1,2,0,1,0,0,0,0,0,1,0.00125,0,0
1,1,1,0,2,0,0,0,1,3,0.035,0,0
1,0,1,0,2,0,1,0,1,6,0.0025,1,1
1,1,0,0,6,0,0,0,0,3,0.00125,1,0
1,1,0,1,0,0,0,0,0,4,0.07125000000000001,0,0
1,1,1,0,13,0,0,0,1,4,0.00125,1,1
1,1,1,0,4,0,0,0,1,6,0.0,0,0
1,1,1,0,1,0,0,0,0,2,0.0025,0,0
1,1,1,0,1,0,0,0,1,8,0.051250000000000004,0,0
1,1,0,1,0,0,0,0,0,1,0.00125,0,0
1,1,0,1,0,0,0,0,1,3,0.00125,0,0
0,1,0,1,0,0,0,0,0,1,0.00125,1,1
1,1,0,0,0,0,0,0,1,2,0.00125,0,0
1,2,1,0,19,1,0,1,1,9,0.0175,0,0
1,2,1,0,7,0,0,0,0,5,0.00125,0,0
0,1,1,0,1,0,0,0,0,1,0.00125,0,0
1,1,0,1,5,0,0,0,1,7,0.00125,1,1
1,1,1,0,1,0,0,0,1,4,0.00125,0,0
1,2,0,1,1,0,0,0,1,1,0.00125,0,0
1,1,0,1,1,0,0,0,1,3,0.0,0,0
0,1,1,0,4,0,0,2,0,6,0.0025,1,1
0,1,0,0,2,0,0,0,1,4,0.012499999999999999,1,1
1,1,0,1,3,0,0,0,1,5,0.0025,1,1
1,1,1,0,0,0,0,0,1,1,0.00125,0,0
1,1,0,1,0,0,0,0,0,1,0.0025,0,0
0,2,0,0,0,0,0,0,0,1,0.00125,0,0
1,1,0,1,1,0,0,0,0,4,0.00625,1,1
0,1,1,0,1,0,0,0,1,3,0.00125,1,1
0,0,0,1,0,0,0,0,0,3,0.00125,0,0
1,2,0,0,10,0,0,0,1,6,0.1875,0,0
1,2,0,1,6,0,0,0,1,3,0.00375,1,1
1,0,1,0,8,4,0,0,1,8,0.26875,1,1
1,1,0,1,0,0,0,0,1,2,0.00125,1,1
1,1,1,0,8,0,0,0,1,7,0.43624999999999997,1,1
1,1,1,0,20,1,0,1,0,7,0.058750000000000004,1,0
1,1,1,0,10,0,0,0,0,5,0.00125,1,1
1,0,1,0,1,0,0,0,1,7,0.008749999999999999,1,1
1,2,1,0,4,0,0,0,1,4,0.0025,0,0
1,1,1,0,0,0,0,0,1,1,0.0425,1,1
1,1,0,1,0,0,0,0,0,8,0.0375,1,1
1,0,1,0,2,0,1,0,1,7,0.00125,1,1
1,0,0,1,0,0,0,0,0,5,0.00375,1,1
1,0,1,0,0,0,0,0,1,5,0.00375,0,0
1,0,0,1,2,0,0,0,1,7,0.0025,1,1
1,1,0,1,3,0,0,0,0,5,0.00125,0,0
0,1,1,0,0,0,0,0,0,2,0.00125,0,0
1,0,1,0,11,0,0,0,1,9,0.065,1,1
1,1,0,1,0,0,0,0,1,1,0.0475,0,0
1,0,1,0,2,0,0,0,0,4,0.0025,1,1
1,1,1,0,7,0,0,0,1,8,0.00125,1,1
1,0,1,0,1,0,1,0,1,2,0.00125,0,0
1,2,0,1,1,0,0,0,1,1,0.0025,0,0
1,1,0,1,3,0,0,0,1,1,0.00375,0,0
1,0,1,0,1,1,0,0,0,4,0.00125,1,1
0,1,0,1,0,0,0,0,0,2,0.0025,0,0
1,1,0,1,0,0,0,0,0,1,0.00125,1,1
1,1,1,0,16,1,0,0,1,10,0.00125,1,1
1,1,0,0,3,0,0,0,0,2,0.007500000000000001,0,0
1,1,1,0,0,0,0,0,0,6,0.00125,0,0
0,0,0,1,2,0,0,0,0,3,0.00125,1,1
1,1,0,1,16,0,0,0,1,6,0.0025,1,1
0,2,1,0,1,0,0,0,1,1,0.00125,0,0
1,1,1,0,0,0,0,0,1,4,0.00125,1,1
1,1,1,0,0,0,0,0,0,3,0.0025,0,0
1,1,1,0,19,1,2,2,1,9,0.225,1,1
1,0,1,0,1,0,0,0,1,7,0.00125,0,0
1,1,0,1,0,0,0,0,0,2,0.00125,0,0
1,2,1,0,13,0,0,0,1,1,0.30374999999999996,1,1
1,0,0,0,2,0,0,0,1,5,0.00125,1,1
1,1,1,0,4,0,0,0,1,5,0.00375,1,1
1,1,0,0,0,0,0,0,0,2,0.00125,0,0
1,0,0,1,2,0,0,1,1,6,0.00125,1,0
1,2,0,1,2,0,0,0,1,2,0.1225,0,0
1,1,1,0,14,0,0,0,1,8,0.00125,1,1
1,0,1,0,0,0,0,0,0,4,0.00125,1,1
1,1,1,0,8,0,1,0,1,9,0.3,1,0
0,1,0,0,4,0,0,0,1,7,0.0025,1,1
1,0,1,0,0,0,0,0,1,2,0.00125,0,0
1,0,1,0,0,0,0,0,1,5,0.00125,0,0
1,1,1,0,0,0,0,0,1,2,0.00125,1,1
0,1,0,1,2,0,0,0,1,7,0.01125,1,1
1,2,0,1,2,0,0,0,1,3,0.00375,1,1
1,2,0,1,0,0,0,0,0,1,0.00625,0,0
1,0,1,0,2,0,0,0,1,7,0.0025,1,1
0,2,1,0,2,0,0,0,1,1,0.0025,1,1
1,1,1,0,0,0,0,0,0,2,0.00125,1,1
1,1,0,1,0,0,0,0,1,1,0.0025,0,0
0,0,1,0,0,0,0,0,1,5,0.00125,1,1
1,0,0,1,1,0,0,0,1,4,0.00125,0,0
1,0,0,1,0,0,0,0,0,2,0.00125,0,0
1,1,1,0,0,0,0,0,1,1,0.0025,0,0
1,0,1,0,5,0,0,5,1,8,0.0025,1,1
1,1,1,0,4,0,0,0,1,8,0.00125,1,1
1,2,0,1,9,0,0,0,1,3,0.53125,1,1
0,1,1,0,3,0,0,0,0,6,0.0025,0,0
1,1,1,0,13,0,0,0,1,9,0.0025,0,0
1,0,1,0,2,0,0,0,1,3,0.00125,0,0
1,0,0,1,0,0,0,0,1,9,0.00125,1,1
1,1,1,0,22,0,0,0,0,9,0.0025,1,1
1,1,1,0,1,0,0,0,0,4,0.005,1,1
1,2,0,1,4,0,0,0,0,3,0.0025,1,1
1,1,0,1,2,0,0,0,1,2,0.005,0,0
1,2,1,0,0,0,0,0,0,1,0.00125,0,0
1,2,0,1,0,0,0,0,1,1,0.00375,0,0
1,0,0,1,2,0,0,0,1,2,0.0,1,1
0,1,0,1,0,0,0,0,1,8,0.04,1,1
0,1,0,1,1,0,0,0,1,7,0.012499999999999999,1,0
1,1,1,0,0,0,0,0,1,3,0.00125,1,1
1,0,1,0,3,0,0,0,1,4,0.0025,1,1
1,0,1,0,0,0,0,0,0,2,0.00125,1,1
1,0,1,0,4,0,0,0,0,3,0.012499999999999999,1,1
1,1,0,1,2,0,0,0,1,1,0.00125,0,0
1,0,0,1,1,0,0,0,1,7,0.005,1,1
1,1,0,0,2,0,0,0,1,1,0.036250000000000004,0,0
1,0,0,0,0,0,0,0,0,2,0.0025,0,0
1,1,0,1,2,0,0,0,0,1,0.0025,0,0
0,1,0,0,0,0,0,0,1,2,0.00125,0,0
1,2,0,0,18,0,0,0,1,2,0.0025,0,0
1,2,0,0,0,0,0,0,0,1,0.007500000000000001,0,0
1,1,0,0,6,0,0,0,1,9,0.022500000000000003,1,1
1,0,1,0,1,0,0,0,1,7,0.02,1,1
1,2,0,1,0,0,0,0,0,1,0.00125,0,0
1,0,0,1,1,0,0,0,1,3,0.00125,1,1
0,0,1,0,1,0,0,0,1,3,0.00125,0,0
1,2,0,1,9,0,0,0,1,4,0.07375,1,1
1,1,0,1,0,0,0,0,0,3,0.00125,1,1
1,1,0,1,2,0,0,0,1,1,0.0025,0,0
1,2,0,1,3,0,0,0,1,2,0.0175,0,0
1,2,0,1,6,0,0,0,0,1,0.02375,1,1
1,0,1,0,1,0,1,0,1,6,0.0025,0,0
1,2,0,1,2,0,0,0,1,1,0.0025,0,0
1,1,0,1,1,0,0,0,1,1,0.00125,1,1
1,1,1,0,5,0,0,0,1,8,0.043750000000000004,0,0
0,1,0,1,1,0,0,0,0,1,0.008749999999999999,1,1
1,0,1,0,0,0,0,0,1,4,0.00375,1,1
1,1,1,0,4,0,0,0,0,2,0.00125,0,0
1,2,0,1,0,0,0,0,0,1,0.00125,0,0
1,1,0,1,5,0,0,0,1,6,0.15,1,1
0,0,0,1,0,0,0,0,0,3,0.00125,0,0
0,1,0,1,0,0,0,0,0,1,0.00125,0,0
1,0,1,0,1,0,0,0,0,3,0.00125,0,0
1,2,0,1,1,0,0,0,0,2,0.0025,0,0
0,0,1,0,0,0,0,0,1,8,0.0025,1,1
1,1,0,1,6,0,0,0,1,6,0.00125,0,0
1,0,0,1,1,0,0,0,1,6,0.00125,0,0
0,0,1,0,0,0,0,0,1,5,0.00375,1,1
1,1,1,0,11,2,0,0,1,10,0.0,1,1
0,1,1,0,0,0,0,0,0,2,0.00125,0,0
1,1,0,0,0,0,0,0,1,1,0.00125,0,0
0,1,1,0,4,0,0,0,1,6,0.005,0,0
1,2,0,1,0,0,0,0,0,1,0.0025,0,0
1,0,0,1,1,1,0,0,1,7,0.29624999999999996,0,0
1,1,0,1,2,0,0,0,1,2,0.02875,0,0
1,1,0,1,6,0,0,0,1,2,0.00375,1,1
1,1,0,1,3,0,0,0,0,4,0.015,1,1
1,2,0,1,5,0,0,0,1,3,0.0025,1,1
1,2,0,0,0,0,0,0,1,1,0.035,0,0
1,1,1,0,2,0,0,0,1,9,0.036250000000000004,1,1
1,2,1,0,10,0,0,0,1,4,0.22,0,0
1,0,1,0,0,0,0,0,0,8,0.005,0,0
1,0,0,1,2,0,0,0,1,7,0.02,1,1
1,1,0,0,1,0,0,0,0,1,0.0025,0,0
1,0,0,0,0,0,0,0,1,4,0.00375,0,0
1,1,1,0,0,0,0,0,0,9,0.0025,1,1
1,2,0,1,2,0,0,0,1,1,0.00125,0,0
1,1,0,1,4,0,0,0,0,4,0.10375000000000001,1,1
1,2,0,1,3,0,0,0,1,3,0.018750000000000003,0,0
1,0,1,0,3,0,0,0,1,8,0.0025,1,1
1,2,1,0,13,0,0,2,1,3,0.00125,0,0
1,2,0,1,2,0,0,0,1,5,0.007500000000000001,0,0
1,1,1,0,6,0,0,0,1,8,0.00125,0,0
1,0,1,0,1,2,0,0,0,7,0.00125,0,0
0,0,1,0,0,0,0,0,1,3,0.00125,1,1
1,1,0,1,17,0,0,0,1,8,0.0025,1,1
1,1,0,0,0,0,0,0,1,1,0.10500000000000001,1,1
1,2,0,1,6,0,0,0,1,2,0.0025,0,0
0,1,0,1,0,0,0,0,0,2,0.00125,0,0
1,2,1,0,19,0,0,0,1,6,0.005,0,0
1,2,0,1,12,0,0,0,0,5,0.005,0,0
1,1,1,0,6,0,0,0,0,7,0.00125,1,1
1,1,1,0,0,0,0,0,0,1,0.00125,1,1
1,1,1,0,11,0,0,0,1,3,0.00125,0,0
1,1,0,1,0,0,0,0,1,5,0.00125,0,0
1,2,0,0,7,0,0,0,1,2,0.00125,0,0
1,1,1,0,12,0,2,0,1,8,0.01625,1,1
0,1,0,1,0,0,0,0,1,2,0.00125,0,0
1,0,1,0,1,0,0,0,0,2,0.0025,1,1
0,1,0,1,3,0,0,0,0,5,0.01375,0,0
1,1,1,0,0,0,0,0,1,2,0.0025,0,0
1,1,1,0,4,0,0,0,1,4,0.051250000000000004,0,0
1,1,1,0,4,0,0,0,1,5,0.06375,1,1
1,1,0,1,7,1,0,0,1,10,0.00125,1,1
1,1,1,0,15,1,0,3,0,10,0.00625,1,1
1,0,1,0,1,1,0,0,0,9,0.00125,1,1
1,0,0,1,2,0,0,0,1,9,0.00125,1,1
1,1,0,1,0,0,0,0,1,1,0.0025,1,1
1,1,0,1,0,0,0,0,0,2,0.00125,0,0
1,1,1,0,4,0,0,0,1,2,0.0025,1,0
1,1,1,0,7,0,0,0,1,6,0.00625,0,0
0,0,0,1,0,0,0,0,1,8,0.0025,0,0
1,1,1,0,0,0,0,0,1,5,0.00125,1,1
1,0,0,1,0,0,0,0,1,3,0.00125,0,0
0,0,0,1,0,0,0,0,1,3,0.00125,0,0
0,1,1,0,0,0,0,0,0,1,0.00125,0,0
1,1,1,0,0,0,0,0,0,1,0.00125,1,1
1,1,1,0,1,0,0,0,0,6,0.0025,1,1
0,1,0,1,3,0,0,0,1,5,0.0025,0,0
1,0,1,0,3,0,0,0,1,6,0.00125,1,1
1,1,1,0,11,0,0,0,1,8,0.0025,1,1
0,0,0,1,2,0,0,0,1,3,0.00125,0,0
1,1,1,0,7,0,0,0,1,1,0.00125,0,0
1,1,1,0,0,0,0,0,0,1,0.00375,0,0
1,2,1,0,3,0,0,0,0,1,0.00125,0,0
1,2,0,1,0,0,0,0,1,1,0.0,0,0
1,1,1,0,10,0,0,0,0,4,0.0025,1,1
1,2,0,1,0,0,0,0,1,1,0.0025,0,0
1,1,1,0,0,0,0,0,1,10,0.0025,0,0
1,2,1,0,5,0,0,0,1,4,0.005,1,1
1,1,1,0,0,0,0,0,0,7,0.00125,0,0
1,0,1,0,0,0,0,0,1,6,0.00125,1,1
0,0,1,0,0,0,0,0,0,2,0.0025,0,0
1,0,1,0,0,2,0,0,1,5,0.00125,1,1
1,1,0,1,0,0,0,0,1,2,0.0675,0,0
1,0,1,0,0,0,0,0,0,2,0.00375,0,0
1,1,1,0,0,0,0,0,0,5,0.0025,0,0
1,1,1,0,1,0,0,0,0,3,0.00125,0,0
1,1,0,1,4,0,0,0,0,1,0.00125,0,0
1,1,1,0,15,0,0,0,1,10,0.13125,0,0
1,1,1,0,6,0,0,0,1,8,0.00125,1,1
1,1,1,0,6,0,0,0,1,4,0.052500000000000005,0,0
0,1,0,1,2,0,0,0,1,3,0.0025,0,0
0,1,1,0,1,0,0,0,1,1,0.01125,0,0
1,1,0,1,5,0,0,0,0,2,0.008749999999999999,1,1
1,0,0,1,1,0,0,0,0,5,0.0025,1,1
1,0,0,1,8,2,0,0,1,9,0.045000000000000005,1,1
1,1,1,0,8,0,1,0,0,9,0.00125,1,1
0,1,1,0,1,0,0,0,1,1,0.00375,0,0
1,1,0,1,2,0,0,0,1,7,0.00125,1,1
1,2,1,0,0,0,0,0,0,1,0.0025,0,0
1,0,1,0,4,0,0,1,1,9,0.005,0,0
1,1,0,1,5,0,0,0,0,4,0.00375,0,0
1,1,0,1,6,0,0,0,1,6,0.14875,1,1
1,0,1,0,0,0,0,0,0,5,0.00125,0,0
0,0,0,1,2,0,0,0,0,6,0.00125,0,0
1,1,1,0,3,0,0,0,1,9,0.01,1,1
0,1,0,1,1,0,0,0,1,2,0.0325,1,0
0,1,1,0,1,0,0,1,1,5,0.03375,0,0
1,1,0,1,7,0,0,0,1,2,0.0025,0,0
1,1,1,0,1,0,0,0,0,5,0.01,0,0
0,0,0,1,3,0,1,0,0,5,0.00125,1,1
1,0,1,0,2,1,1,1,1,8,0.00375,1,1
1,2,0,1,3,0,0,0,1,4,0.00125,0,0
1,1,0,0,0,0,0,0,1,2,0.0,0,0
0,2,0,1,1,0,0,0,1,1,0.005,0,0
1,1,0,0,4,0,0,0,0,1,0.0025,1,1
1,0,1,0,1,0,0,0,0,3,0.01,1,0
1,2,1,0,15,0,0,0,1,1,0.10125,1,1
1,2,0,0,1,0,0,0,1,1,0.022500000000000003,0,0
1,1,1,0,0,0,0,0,0,8,0.9375,1,1
1,0,1,0,1,0,0,0,1,6,0.0,0,0
1,0,1,0,1,0,0,1,1,10,0.007500000000000001,1,1
1,1,1,0,0,0,0,0,0,1,0.0025,0,0
0,0,0,0,0,0,0,0,1,3,0.0025,0,0
1,0,1,0,0,0,0,0,1,4,0.00125,1,1
1,1,0,1,2,0,0,0,0,2,0.036250000000000004,0,0
1,0,0,0,0,0,0,0,1,3,0.005,1,1
1,2,0,0,2,0,0,0,0,1,0.00125,0,0
1,0,0,0,1,0,0,0,1,4,0.01375,0,0
0,1,0,1,0,0,0,0,0,1,0.00125,1,1
1,2,0,1,0,0,0,0,0,1,0.00125,0,0
1,1,0,1,5,0,0,0,0,5,0.00125,1,1
0,1,0,0,0,0,0,0,0,1,0.00125,0,0
1,2,1,0,1,0,0,0,1,5,0.007500000000000001,0,0
1,1,0,0,0,0,0,0,0,1,0.00125,0,0
1,1,0,0,2,0,0,0,1,2,0.0025,0,0
1,2,1,0,3,0,0,0,1,1,0.005,0,0
1,2,1,0,0,0,0,0,1,1,0.00125,0,0
1,1,0,1,2,0,2,0,0,2,0.0275,0,0
0,2,0,1,0,0,0,0,0,1,0.0375,0,0
1,1,0,0,3,0,0,0,1,5,0.00125,1,1
1,1,1,0,17,0,0,0,0,7,0.065,1,1
1,1,0,1,3,0,0,0,1,1,0.0025,0,0
1,1,0,1,2,0,0,0,1,3,0.012499999999999999,1,1
1,0,1,0,1,0,0,0,1,9,0.0025,1,1
1,1,1,0,5,0,0,0,1,4,0.0,0,0
1,1,1,0,9,1,0,0,0,7,0.030000000000000002,1,1
1,1,0,1,1,0,0,0,0,1,0.0025,0,0
1,1,0,1,1,0,0,0,1,8,0.0425,1,1
0,1,1,0,0,0,0,0,1,10,0.0025,0,0
0,2,0,1,0,0,0,0,0,1,0.01,1,1
0,1,1,0,0,0,0,0,1,3,0.00125,0,0
1,1,0,1,1,0,0,0,1,3,0.00125,0,0
1,1,0,0,16,0,0,0,1,10,0.0375,1,1
0,1,1,0,0,0,0,0,1,2,0.0,0,0
1,1,1,0,0,0,0,0,0,7,0.0025,0,0
1,1,0,1,5,0,0,0,1,4,0.00125,0,0
